kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K01321.01",,"FALSE POSITIVE","FALSE POSITIVE",295.731930,39.587521,0.711966971,33.34,6227.5,2.0221,1855.0,2808.98,5486.00,0.8300,0.7410,4.470,1.268,0,392.20,0.0000
"K01322.01",,"FALSE POSITIVE","FALSE POSITIVE",296.735020,39.187801,17.72724392,14.77,16878,4.1073,741.0,71.06,6181.00,1.0060,1.0740,4.464,0.825,0,109.70,0.0000
"K01323.01","Kepler-817 b","CONFIRMED","CANDIDATE",296.081850,39.161621,3.990105908,7.45,6154.9,2.4108,1124.0,378.53,5926.00,0.9130,1.0040,4.519,0.582,0,247.80,1.0000
"K01324.01",,"FALSE POSITIVE","FALSE POSITIVE",288.653590,39.664310,0.52205862,27.16,1381.3,2.0847,2022.0,3951.57,5359.00,0.8780,0.8470,4.478,1.24,0,169.00,0.0000
"K01325.01","Kepler-818 b","CONFIRMED","CANDIDATE",296.235110,39.370338,10.035381809,4.42,2829.7,3.4062,786.0,90.33,5813.00,0.8330,0.9250,4.561,0.079,0,150.90,1.0000
"K01326.01",,"FALSE POSITIVE","FALSE POSITIVE",286.834870,39.760849,53.100942624,24.02,19981.1,2.2868,464.0,10.93,5465.00,0.9730,0.8590,4.396,0.988,0,1108.50,0.0000
"K01327.01",,"FALSE POSITIVE","FALSE POSITIVE",293.611210,39.417519,15.6402515,18.11,800.3,6.222,640.0,39.55,5346.00,0.8260,0.7710,4.491,1.167,0,19.30,0.0000
"K01328.01",,"CANDIDATE","CANDIDATE",295.805850,39.177990,80.9669561,5.04,4733,2.5276,364.0,4.14,5611.00,0.7370,0.8240,4.610,0.007,0,52.00,0.9090
"K01329.01","Kepler-819 b","CONFIRMED","CANDIDATE",295.370790,39.177212,33.1996355,2.85,1112.5,5.022,485.0,13.09,5102.00,0.8800,0.8190,4.463,0.017,0,32.60,0.9950
"K01330.01",,"FALSE POSITIVE","FALSE POSITIVE",289.726100,39.272831,8.65306587,19.78,1048.1,4.486,633.0,37.94,4641.00,0.6940,0.6820,4.589,1.222,0,43.00,0.0000
"K01331.01",,"CANDIDATE","CANDIDATE",294.508420,39.398682,6.80082032,1.88,699.9,1.9883,697.0,55.83,4805.00,0.6880,0.7690,4.633,0.597,0,25.50,0.9990
"K01332.01","Kepler-288 c","CONFIRMED","CANDIDATE",288.916440,39.594711,19.30581662,4,709.1,4.2902,815.0,104.41,5661.00,1.5220,1.0400,4.090,0.001,0,36.30,1.0000
"K01332.02","Kepler-288 b","CONFIRMED","CANDIDATE",288.916440,39.594711,6.09747233,2.22,217.6,3.431,1197.0,485.84,5661.00,1.5220,1.0400,4.090,0.012,0,17.40,0.9990
"K01332.03","Kepler-288 d","CONFIRMED","CANDIDATE",288.916440,39.594711,56.637918,3.68,589.7,6.172,570.0,24.87,5661.00,1.5220,1.0400,4.090,0.298,0,20.90,0.9910
"K01333.01",,"FALSE POSITIVE","FALSE POSITIVE",296.653080,39.322689,2.243016513,1.37,299.6,2.721,1167.0,438.46,5462.00,0.7320,0.8120,4.614,0.737,0,59.10,0.0000
"K01334.01",,"FALSE POSITIVE","FALSE POSITIVE",289.743900,39.286301,8.6531216,22.58,654.8,4.39,772.0,84.05,5421.00,0.8520,0.9690,4.564,1.214,0,35.70,0.0000
"K01335.01","Kepler-820 b","CONFIRMED","CANDIDATE",291.020140,39.220680,127.8334997,9.46,1829.9,10.914,554.0,22.21,6505.00,2.1700,1.6130,3.973,0.416,0,76.90,1.0000
"K01336.01","Kepler-58 b","CONFIRMED","CANDIDATE",296.358670,39.115189,10.21864532,2.33,445.3,3.802,920.0,169.13,6100.00,1.0830,1.0170,4.376,0.416,0,26.60,1.0000
"K01336.02","Kepler-58 c","CONFIRMED","CANDIDATE",296.358670,39.115189,15.573637,2.94,468.1,5.326,799.0,96.38,6100.00,1.0830,1.0170,4.376,0.946,0,24.70,1.0000
"K01336.03","Kepler-58 d","CONFIRMED","CANDIDATE",296.358670,39.115189,40.1015561,2.92,550,5.246,583.0,27.31,6100.00,1.0830,1.0170,4.376,0.868,0,19.00,1.0000
"K01336.04","Kepler-58 e","CONFIRMED","CANDIDATE",296.358670,39.115189,4.45814897,1.61,188.1,2.867,1212.0,511.60,6100.00,1.0830,1.0170,4.376,0.754,0,14.30,1.0000
"K01337.01","Kepler-821 b","CONFIRMED","CANDIDATE",285.617460,39.379532,1.922799706,1.28,259.7,1.8604,1215.0,514.44,5194.00,0.8150,0.8790,4.559,0.036,0,30.10,1.0000
"K01338.01","Kepler-822 b","CONFIRMED","CANDIDATE",292.276120,39.550179,3.222975318,1.47,232.7,2.9247,1239.0,558.65,5823.00,0.9600,0.8990,4.427,0.33,0,31.30,1.0000
"K01338.02",,"CANDIDATE","CANDIDATE",292.276120,39.550179,42.0370662,1.66,266.8,6.282,527.0,18.16,5823.00,0.9600,0.8990,4.427,0.672,0,14.70,0.9990
"K01338.03",,"CANDIDATE","CANDIDATE",292.276120,39.550179,21.0112068,1.4,163.6,4.507,663.0,45.79,5823.00,0.9600,0.8990,4.427,0.853,0,10.20,0.7540
"K01339.01","Kepler-823 b","CONFIRMED","CANDIDATE",284.582550,39.220211,4.16811839,2.28,263,2.8084,1277.0,628.73,5689.00,1.3130,1.0000,4.202,0.709,0,26.70,1.0000
"K01340.01",,"FALSE POSITIVE","FALSE POSITIVE",296.434080,39.444069,2.90060781,1.58,124.8,2.563,1645.0,1727.31,6547.00,1.3710,1.1980,4.241,0.47,0,20.60,0.0000
"K01341.01","Kepler-824 b","CONFIRMED","CANDIDATE",290.477420,39.732010,4.51436096,1.84,230.7,3.0083,1231.0,543.73,5940.00,1.2150,1.0910,4.306,0.118,0,28.40,1.0000
"K01342.01","Kepler-825 b","CONFIRMED","CANDIDATE",294.769900,39.398510,3.77359871,1.29,176,2.7282,1270.0,614.52,6224.00,0.9690,0.8680,4.404,0,0,25.60,0.8080
"K01342.02","Kepler-825 c","CONFIRMED","CANDIDATE",294.769900,39.398510,8.18182189,1.77,299.6,2.4566,981.0,218.90,6224.00,0.9690,0.8680,4.404,0.655,0,27.40,1.0000
"K01343.01",,"FALSE POSITIVE","FALSE POSITIVE",294.189670,39.617119,1.544927524,1.39,138.5,1.0134,1824.0,2606.96,6309.00,1.1320,1.0180,4.340,0.533,0,25.40,0.0000
"K01344.01","Kepler-826 b","CONFIRMED","CANDIDATE",284.860140,39.240551,4.48758768,1.37,112,2.874,1305.0,684.07,6060.00,1.2570,0.9720,4.227,0.532,0,25.90,0.9990
"K01345.01",,"FALSE POSITIVE","FALSE POSITIVE",292.630000,42.829338,0.323021692,46.4,47100,2.3442,2545.0,9913.70,5458.00,0.9720,0.8280,4.381,1.1083,0,520.60,
"K01346.01",,"FALSE POSITIVE","FALSE POSITIVE",291.610080,42.759762,4.70818628,42.99,56545,3.278,1046.0,282.41,5868.00,0.8940,0.9870,4.530,1.082,0,24.70,0.0000
"K01347.01",,"FALSE POSITIVE","FALSE POSITIVE",293.020360,42.508835,14.405857436,23.42,30430.6,5.48509,888.0,146.95,5945.00,1.3460,1.0390,4.196,0.001,0,2294.10,0.0000
"K01348.01",,"FALSE POSITIVE","FALSE POSITIVE",292.739900,42.359402,7.702374154,225.25,18377,3.8459,825.0,109.38,5598.00,0.8300,0.9280,4.565,3.346,0,157.20,0.0000
"K01349.01",,"FALSE POSITIVE","FALSE POSITIVE",286.300260,42.374828,16.66216657,843.45,27442,3.8762,834.0,114.41,6440.00,1.1690,1.1960,4.380,7.444,0,114.50,0.0000
"K01350.01",,"FALSE POSITIVE","FALSE POSITIVE",297.108370,42.751663,0.752159702,43.73,3425,2.3621,2224.0,5767.22,5916.00,1.1750,0.9950,4.296,1.272,0,291.10,0.0000
"K01352.01",,"FALSE POSITIVE","FALSE POSITIVE",294.091090,42.491459,4.81886153,2.96,1318.6,6.223,803.0,98.29,5030.00,0.6510,0.7050,4.658,0.924,0,86.30,0.0000
"K01353.01","Kepler-289 c","CONFIRMED","CANDIDATE",297.465330,42.882839,125.86540191,12.37,12389.5,9.0191,394.0,5.71,5933.00,1.1150,0.9980,4.342,0.101,0,544.70,1.0000
"K01353.02","Kepler-289 b","CONFIRMED","CANDIDATE",297.465330,42.882839,34.5439452,2.67,429.8,3.482,607.0,32.02,5933.00,1.1150,0.9980,4.342,0.87,0,23.40,1.0000
"K01354.01",,"FALSE POSITIVE","FALSE POSITIVE",298.805450,42.395840,1.752567456,26.56,607.3,5.4993,1502.0,1202.54,5739.00,0.9960,0.9800,4.433,1.218,0,92.20,0.0000
"K01355.01","Kepler-827 b","CONFIRMED","CANDIDATE",294.966060,42.708569,51.92920654,8.49,3425.8,5.2637,574.0,25.60,5671.00,1.4420,1.0170,4.128,0.398,0,81.80,0.9950
"K01356.01",,"CANDIDATE","CANDIDATE",292.119900,42.931679,384.02570682,,,14.56,,,,,,,,,,
"K01357.01",,"CANDIDATE","CANDIDATE",298.459530,42.187431,3.014330766,2.87,975.3,2.4747,1124.0,377.79,5209.00,0.9530,0.9250,4.446,0.01,0,57.30,1.0000
"K01358.01","Kepler-1987 d","CONFIRMED","CANDIDATE",295.825500,42.943390,5.644914154,2.66,1397.9,2.2599,744.0,72.38,4769.00,0.7140,0.7990,4.622,0.445,0,63.90,1.0000
"K01358.02","Kepler-1987 e","CONFIRMED","CANDIDATE",295.825500,42.943390,8.74292005,1.92,779.5,2.6277,643.0,40.33,4769.00,0.7140,0.7990,4.622,0.025,0,30.70,0.9990
"K01358.03","Kepler-1987 c","CONFIRMED","CANDIDATE",295.825500,42.943390,3.64830183,1.33,371.7,1.9985,860.0,129.44,4769.00,0.7140,0.7990,4.622,0.063,0,19.90,1.0000
"K01358.04","Kepler-1987 b","CONFIRMED","CANDIDATE",295.825500,42.943390,2.345863002,1.23,316.7,1.6795,997.0,233.38,4769.00,0.7140,0.7990,4.622,0.035,0,19.60,0.9330
"K01359.01","Kepler-1744 b","CONFIRMED","CANDIDATE",291.020690,42.462440,37.1011418,3.19,1357.5,5.5556,532.0,18.95,5986.00,0.8500,0.8860,4.527,0.41,0,55.20,1.0000
"K01359.02",,"CANDIDATE","CANDIDATE",291.020690,42.462440,104.8205868,6.45,3920.1,4.4794,376.0,4.74,5986.00,0.8500,0.8860,4.527,0.918,0,76.60,1.0000
"K01360.01","Kepler-290 c","CONFIRMED","CANDIDATE",286.410000,42.681549,36.7704935,2.83,1346.6,4.42,437.0,8.60,5142.00,0.7550,0.8400,4.602,0.545,0,40.80,1.0000
"K01360.02","Kepler-290 b","CONFIRMED","CANDIDATE",286.410000,42.681549,14.58932429,2.32,831.3,2.4184,594.0,29.53,5142.00,0.7550,0.8400,4.602,0.694,0,29.30,1.0000
"K01360.03","Kepler-290 d","CONFIRMED","CANDIDATE",286.410000,42.681549,0.764017553,0.86,128.2,1.103,1589.0,1503.79,5142.00,0.7550,0.8400,4.602,0.442,0,13.20,0.9210
"K01361.01","Kepler-61 b","CONFIRMED","CANDIDATE",295.304500,42.475288,59.8780258,2.19,1419.1,4.8027,273.0,1.31,4016.00,0.5990,0.5950,4.658,0.004,0,51.80,0.9980
"K01362.01",,"CANDIDATE","CANDIDATE",281.605410,42.390419,20.51360192,2.58,1174.1,3.4769,540.0,20.15,5310.00,0.7040,0.7330,4.608,0.703,0,32.30,1.0000
"K01363.01","Kepler-291 b","CONFIRMED","CANDIDATE",287.916350,42.437302,3.546531809,2.18,442.7,2.2746,1212.0,510.26,5993.00,0.9860,1.0930,4.489,0.633,0,26.40,1.0000
"K01363.02","Kepler-291 c","CONFIRMED","CANDIDATE",287.916350,42.437302,5.70070626,2.03,379.8,1.6408,1035.0,270.62,5993.00,0.9860,1.0930,4.489,0.664,0,15.20,0.9830
"K01364.01","Kepler-292 f","CONFIRMED","CANDIDATE",295.766140,42.424278,20.8341497,2.26,803.1,4.522,563.0,23.82,5296.00,0.8080,0.8210,4.538,0.269,0,26.20,1.0000
"K01364.02","Kepler-292 d","CONFIRMED","CANDIDATE",295.766140,42.424278,7.0556584,2.13,705.6,3.0479,808.0,100.88,5296.00,0.8080,0.8210,4.538,0.301,0,32.10,1.0000
"K01364.03","Kepler-292 e","CONFIRMED","CANDIDATE",295.766140,42.424278,11.97884409,2.11,707.9,3.751,678.0,49.87,5296.00,0.8080,0.8210,4.538,0.073,0,27.80,1.0000
"K01364.04","Kepler-292 c","CONFIRMED","CANDIDATE",295.766140,42.424278,3.71545593,1.46,331.7,2.558,1001.0,237.42,5296.00,0.8080,0.8210,4.538,0.327,0,19.60,0.8570
"K01364.05","Kepler-292 b","CONFIRMED","CANDIDATE",295.766140,42.424278,2.58083264,1.31,270.2,2.1729,1130.0,386.18,5296.00,0.8080,0.8210,4.538,0.16,0,17.50,1.0000
"K01365.01",,"FALSE POSITIVE","FALSE POSITIVE",281.437350,42.725269,1.487084251,1.6,295.7,1.3233,1462.0,1076.29,5650.00,0.8760,0.9930,4.551,0.678,0,17.90,0.0000
"K01366.01","Kepler-293 b","CONFIRMED","CANDIDATE",286.358060,42.406509,19.25404023,3.04,987.7,4.6509,657.0,44.17,5798.00,0.9410,1.0380,4.507,0.548,0,50.70,1.0000
"K01366.02","Kepler-293 c","CONFIRMED","CANDIDATE",286.358060,42.406509,54.1558384,3.88,1109.8,4.432,466.0,11.12,5798.00,0.9410,1.0380,4.507,0.927,0,29.10,1.0000
"K01367.01","Kepler-828 b","CONFIRMED","CANDIDATE",286.887270,42.471260,0.567856484,1.55,334.8,1.0258,1848.0,2760.23,5073.00,0.8530,0.8060,4.483,0.324,0,53.80,1.0000
"K01368.01",,"FALSE POSITIVE","FALSE POSITIVE",290.202360,42.955891,251.0597249,44.2,7419.8,5.1095,301.0,1.93,5714.00,1.0860,0.9400,4.340,1.264,0,110.30,0.0000
"K01369.01","Kepler-1745 b","CONFIRMED","CANDIDATE",293.469020,42.822411,3.016182013,2.25,222.5,2.8349,1449.0,1044.49,5611.00,1.4000,0.9950,4.144,0.732,0,31.90,1.0000
"K01370.01","Kepler-829 b","CONFIRMED","CANDIDATE",282.332790,42.463821,6.8833761,1.69,458.4,2.2702,857.0,127.67,5679.00,0.7940,0.8860,4.581,0.075,0,28.10,0.9950
"K01371.01",,"FALSE POSITIVE","FALSE POSITIVE",295.876340,42.364819,0.833980196,1.45,261.2,1.756,1816.0,2562.78,5747.00,0.8710,0.9390,4.530,0.547,0,56.90,0.0000
"K01372.01",,"FALSE POSITIVE","FALSE POSITIVE",296.399900,42.387100,69.62754202,,,11.07,,,,,,,,,,
"K01373.01",,"FALSE POSITIVE","FALSE POSITIVE",292.054780,42.330250,1.926353494,1.33,185.1,2.5305,1484.0,1146.34,6063.00,0.8990,0.8930,4.481,0.767,0,36.90,0.0000
"K01374.01",,"FALSE POSITIVE","FALSE POSITIVE",295.785950,42.844280,0.890737359,20.57,195.8,1.9257,2022.0,3948.43,5687.00,1.1690,0.9790,4.293,1.146,0,37.70,0.0000
"K01375.01","Kepler-1746 b","CONFIRMED","CANDIDATE",288.320430,42.261414,321.2124365,7.25,2358.6,4.012,310.0,2.17,6018.00,1.2860,1.0900,4.257,0.873,0,81.70,0.6770
"K01376.01",,"FALSE POSITIVE","FALSE POSITIVE",291.013580,42.283134,7.13895376,49.96,254.2,4.568,1622.0,1635.00,7131.00,2.1450,1.3730,3.913,1.199,0,32.90,0.0000
"K01377.01","Kepler-830 b","CONFIRMED","CANDIDATE",295.054290,42.756840,11.29689442,1.74,198.5,4.623,907.0,160.18,6096.00,1.1760,1.1550,4.358,0.634,0,20.90,0.9990
"K01378.01",,"FALSE POSITIVE","FALSE POSITIVE",295.510680,42.930565,19.30112039,1.66,232.3,6.0752,669.0,47.49,5687.00,0.9430,0.8300,4.408,0.862,0,45.00,0.4900
"K01378.02",,"FALSE POSITIVE","FALSE POSITIVE",295.510680,42.930565,0.691666384,0.58,35.6,1.9603,2031.0,4014.57,5687.00,0.9430,0.8300,4.408,0.552,0,20.80,0.0000
"K01379.01","Kepler-831 b","CONFIRMED","CANDIDATE",294.985470,42.727669,5.62154315,1.37,172.3,2.4143,992.0,229.04,5637.00,0.9600,0.9240,4.439,0.742,0,35.30,1.0000
"K01380.01",,"FALSE POSITIVE","FALSE POSITIVE",289.248170,42.565559,1.074106954,0.52,64.5,1.9797,1255.0,588.96,4699.00,0.6760,0.7560,4.637,0.122,0,48.50,0.0000
"K01381.01",,"FALSE POSITIVE","FALSE POSITIVE",284.822720,46.013721,5.117401517,28.41,62929,4.3056,1130.0,385.51,6161.00,1.0530,1.1500,4.454,0.683,0,456.60,0.0050
"K01382.01",,"FALSE POSITIVE","FALSE POSITIVE",282.184390,46.006859,4.20233673,23.53,45982,3.6973,1246.0,570.87,6185.00,1.0940,1.0830,4.396,0.004,0,258.80,0.0850
"K01383.01",,"FALSE POSITIVE","FALSE POSITIVE",291.920650,45.247028,3.221785738,25.03,46379,3.3411,1357.0,800.37,6250.00,1.0410,1.0130,4.411,0.777,0,336.40,0.3830
"K01384.01",,"FALSE POSITIVE","FALSE POSITIVE",297.573490,45.233299,0.6243875,29.45,36854.7,1.92102,1639.0,1693.36,5211.00,0.6180,0.6120,4.644,1.157,0,628.30,0.0000
"K01385.01",,"FALSE POSITIVE","FALSE POSITIVE",290.883540,45.765869,18.610092584,55.23,50833.5,4.98308,686.0,52.24,6077.00,0.8910,0.9740,4.526,1.258,0,1309.30,0.0000
"K01386.01",,"FALSE POSITIVE","FALSE POSITIVE",286.361880,45.555161,1.137525054,42.74,18006.1,2.68228,1746.0,2197.52,5912.00,0.9370,0.9390,4.467,1.238,0,633.10,0.0000
"K01387.01",,"FALSE POSITIVE","FALSE POSITIVE",290.493070,45.205898,23.799939273,51.74,60186.4,5.02319,637.0,38.92,5934.00,0.9570,0.9910,4.473,1.137,0,2065.80,0.0000
"K01388.01",,"FALSE POSITIVE","FALSE POSITIVE",293.386630,45.870270,34.064566412,15.57,28450.4,9.6114,570.0,25.00,6161.00,0.8920,0.9550,4.517,0.524,0,1305.90,0.0000
"K01389.01",,"FALSE POSITIVE","FALSE POSITIVE",283.189090,45.364170,4.350087749,24.77,23593,2.6428,1136.0,393.20,6060.00,0.9530,1.0360,4.495,0.986,0,192.20,0.0000
"K01390.01",,"FALSE POSITIVE","FALSE POSITIVE",294.915860,45.783871,1.744101106,7.21,9681.4,1.5497,1016.0,251.54,4368.00,0.7030,0.7060,4.593,0.618,0,152.60,0.0000
"K01391.01",,"FALSE POSITIVE","FALSE POSITIVE",293.709050,45.286388,7.981187121,18.75,7609.5,1.8071,966.0,205.88,6217.00,0.9890,1.0560,4.472,1.036,0,202.10,0.0000
"K01392.01",,"FALSE POSITIVE","FALSE POSITIVE",297.605290,45.360680,4.118775582,4.48,2647.7,3.76,1067.0,306.75,5944.00,0.8020,0.9050,4.579,0.754,0,125.60,0.0870
"K01393.01",,"CANDIDATE","CANDIDATE",283.555540,45.614262,1.694740233,2.12,1446.8,1.6864,797.0,95.14,3764.00,0.5270,0.5550,4.739,0.671,0,92.30,1.0000
"K01394.01",,"FALSE POSITIVE","FALSE POSITIVE",284.791020,45.228989,5.663621501,2.47,1225,1.2968,774.0,84.76,4917.00,0.7230,0.7610,4.601,0.169,0,39.80,0.0000
"K01395.01","Kepler-1747 b","CONFIRMED","CANDIDATE",284.209660,45.258080,6.230335,3.7,1449.2,1.6493,875.0,138.33,5477.00,0.8650,0.9830,4.557,0.808,0,31.60,1.0000
"K01396.01","Kepler-294 c","CONFIRMED","CANDIDATE",287.392000,46.059311,6.62643441,2.54,814.6,3.1752,895.0,151.59,5616.00,0.9030,1.0060,4.529,0.111,0,40.60,1.0000
"K01396.02","Kepler-294 b","CONFIRMED","CANDIDATE",287.392000,46.059311,3.70122061,1.62,327.4,2.523,1087.0,330.02,5616.00,0.9030,1.0060,4.529,0.178,0,19.60,0.9920
"K01397.01",,"CANDIDATE","CANDIDATE",299.677700,45.972328,6.247030799,1.89,1496.6,1.4848,512.0,16.23,3821.00,0.4870,0.5030,4.764,0.039,0,44.80,1.0000
"K01398.01","Kepler-1748 b","CONFIRMED","CANDIDATE",285.967860,45.739071,5.82348911,3,888.7,2.2441,955.0,196.33,5774.00,0.8640,0.9160,4.526,0.877,0,38.10,1.0000
"K01399.01",,"CANDIDATE","CANDIDATE",295.760830,45.457390,8.75059775,2.27,881.9,2.8288,682.0,51.00,4942.00,0.7790,0.8840,4.599,0.33,0,28.30,1.0000
"K01400.01",,"FALSE POSITIVE","FALSE POSITIVE",293.174160,45.521229,9.41475056,19.33,483.4,4.736,962.0,202.58,6406.00,1.0330,1.0610,4.436,1.148,0,55.20,0.0000
"K01401.01",,"FALSE POSITIVE","FALSE POSITIVE",294.790010,45.391621,0.56669006,1.52,104.6,2.1674,2955.0,18023.71,6899.00,1.3860,1.3210,4.273,0.7102,0,53.80,
"K01402.01","Kepler-832 b","CONFIRMED","CANDIDATE",295.926090,45.383862,7.13969705,2.24,512.9,3.981,965.0,205.23,6014.00,0.9930,1.1010,4.486,0.027,0,27.80,1.0000
"K01403.01","Kepler-833 b","CONFIRMED","CANDIDATE",290.479950,45.600700,18.75470238,1.67,995.3,3.0331,382.0,5.03,3976.00,0.5400,0.5590,4.721,0.034,0,33.20,1.0000
"K01404.01","Kepler-834 b","CONFIRMED","CANDIDATE",287.054530,45.180370,13.32389352,1.26,781.3,3.2208,378.0,4.83,3751.00,0.4500,0.4790,4.813,0.073,0,25.90,0.9990
"K01405.01","Kepler-835 b","CONFIRMED","CANDIDATE",283.574220,45.734798,11.41911886,3.32,509.2,5.135,921.0,170.33,6311.00,1.1720,1.2530,4.398,0.947,0,23.70,0.9960
"K01406.01","Kepler-836 b","CONFIRMED","CANDIDATE",287.452790,45.704399,11.36113254,2.6,569.5,4.1886,869.0,134.97,6244.00,1.0090,1.0690,4.460,0.734,0,57.00,1.0000
"K01407.01",,"FALSE POSITIVE","FALSE POSITIVE",285.988650,45.377811,1.3866358,0.72,70.1,4.77,1503.0,1205.94,5693.00,0.8560,0.9500,4.551,0.3783,0,6.80,
"K01408.01","Kepler-1749 b","CONFIRMED","CANDIDATE",290.294560,45.564610,14.53410833,1.36,510.6,3.3094,420.0,7.34,3957.00,0.5530,0.5510,4.693,0.766,0,32.50,1.0000
"K01409.01","Kepler-837 b","CONFIRMED","CANDIDATE",285.246670,45.950191,16.56062577,2.94,700.8,2.611,701.0,57.28,5818.00,0.8550,0.7270,4.436,0.96,0,30.80,1.0000
"K01410.01","Kepler-838 b","CONFIRMED","CANDIDATE",285.435520,45.976021,15.74958583,2.77,659.5,4.6672,777.0,86.18,6191.00,1.0250,1.0880,4.454,0.637,0,42.60,1.0000
"K01412.01","Kepler-839 b","CONFIRMED","CANDIDATE",291.074680,45.242580,37.8145252,3.04,412.5,9.109,626.0,36.25,5988.00,1.3140,1.1960,4.278,0.845,0,57.90,0.9990
"K01413.01","Kepler-295 b","CONFIRMED","CANDIDATE",285.345830,45.367779,12.64504291,1.55,200.4,9.117,741.0,71.28,5607.00,0.8860,0.8000,4.447,0.931,0,32.70,0.9860
"K01413.02","Kepler-295 c","CONFIRMED","CANDIDATE",285.345830,45.367779,21.5262958,1.36,190,8.392,621.0,35.03,5607.00,0.8860,0.8000,4.447,0.804,0,23.40,0.9990
"K01413.03","Kepler-295 d","CONFIRMED","CANDIDATE",285.345830,45.367779,33.8845825,1.74,224.1,6.538,533.0,19.13,5607.00,0.8860,0.8000,4.447,0.961,0,17.20,0.9350
"K01414.01",,"FALSE POSITIVE","FALSE POSITIVE",301.261440,45.104893,4.02378908,2.24,32.1,3.237,2504.0,9293.19,7516.00,3.6850,2.2180,3.651,0.715,0,36.10,0.0000
"K01415.01",,"FALSE POSITIVE","FALSE POSITIVE",293.381530,48.824760,0.312941621,58.02,35262,2.0646,3151.0,23300.36,6286.00,1.1880,1.0510,4.312,1.1789,0,413.90,
"K01416.01","Kepler-840 b","CONFIRMED","FALSE POSITIVE",296.507390,49.457291,2.495780169,15.75,25070,4.2721,1408.0,929.47,6039.00,0.9920,0.9590,4.426,0.133,0,171.40,0.9200
"K01417.01",,"FALSE POSITIVE","FALSE POSITIVE",284.988860,49.626060,8.428090255,517.43,11355.5,1.881,817.0,105.54,5761.00,0.8050,0.8930,4.573,6.787,0,183.00,0.0000
"K01418.01",,"FALSE POSITIVE","FALSE POSITIVE",298.760620,48.600182,8.344104633,836.31,9695,1.8014,785.0,89.55,5447.00,0.8380,0.9280,4.559,10.047,0,89.70,0.0000
"K01419.01",,"FALSE POSITIVE","FALSE POSITIVE",285.411960,48.725231,1.336109338,35.19,2204.3,1.7419,1727.0,2106.49,6119.00,0.9670,0.9820,4.460,1.28,0,150.00,0.0000
"K01420.01",,"CANDIDATE","CANDIDATE",290.112700,48.577782,13.35151248,4.44,3308.8,3.6045,585.0,27.77,4843.00,0.7540,0.7550,4.562,0.573,0,107.90,1.0000
"K01421.01",,"CANDIDATE","CANDIDATE",287.650450,49.156052,1693.6636225,10.23,9515.3,22.604,157.0,0.14,5923.00,1.0210,1.0590,4.445,0.5283,0,122.80,
"K01422.01","Kepler-296 c","CONFIRMED","CANDIDATE",286.540010,49.437328,5.841636615,1.38,1336.3,1.8734,446.0,9.38,3526.00,0.3830,0.3940,4.866,0.026,0,41.10,1.0000
"K01422.02","Kepler-296 d","CONFIRMED","CANDIDATE",286.540010,49.437328,19.85029495,1.52,1607.5,2.8407,297.0,1.83,3526.00,0.3830,0.3940,4.866,0.217,0,34.40,1.0000
"K01422.03","Kepler-296 b","CONFIRMED","CANDIDATE",286.540010,49.437328,10.8644095,1.14,748.7,1.853,363.0,4.09,3526.00,0.3830,0.3940,4.866,0.763,0,16.80,0.9850
"K01423.01","Kepler-841 b","CONFIRMED","CANDIDATE",284.251310,48.809608,124.4197175,10.3,4107,3.7197,416.0,7.07,5066.00,1.6590,0.9450,3.974,0.017,0,39.90,1.0000
"K01424.01","Kepler-842 b","CONFIRMED","CANDIDATE",292.328580,49.653542,1.219568047,1.51,494.9,1.5681,1252.0,578.96,4838.00,0.7010,0.7780,4.625,0.067,0,65.90,1.0000
"K01425.01","Kepler-843 b","CONFIRMED","CANDIDATE",296.321990,48.971481,2.05388477,2.74,546.7,2.1635,1523.0,1271.11,5632.00,1.1760,0.9650,4.282,0.282,0,50.00,1.0000
"K01426.01","Kepler-297 b","CONFIRMED","CANDIDATE",283.209170,48.777641,38.86848956,2.81,1004.9,6.0573,509.0,15.89,5618.00,0.8970,0.8460,4.460,0.028,0,73.40,1.0000
"K01426.02","Kepler-297 c","CONFIRMED","CANDIDATE",283.209170,48.777641,74.92768653,6.39,4119.2,4.74,409.0,6.62,5618.00,0.8970,0.8460,4.460,0.796,0,161.50,0.9070
"K01426.03","Kepler-297 d","CONFIRMED","CANDIDATE",283.209170,48.777641,150.0189511,32.6,4319.7,4.3823,325.0,2.62,5618.00,0.8970,0.8460,4.460,1.252,0,106.20,0.9990
"K01427.01","Kepler-844 b","CONFIRMED","CANDIDATE",287.857730,48.774109,2.613020421,1.5,599.7,1.9588,713.0,61.24,3883.00,0.5170,0.5160,4.725,0.891,0,31.10,0.9990
"K01428.01","Kepler-845 b","CONFIRMED","CANDIDATE",290.957550,49.203812,0.927859786,1.79,515.3,1.4279,1361.0,813.30,4815.00,0.6990,0.7990,4.631,0.795,0,99.80,1.0000
"K01429.01","Kepler-1750 b","CONFIRMED","CANDIDATE",292.351500,48.511082,205.912735,4.68,2378.8,9.992,298.0,1.85,5644.00,0.9690,0.9810,4.457,0.196,0,49.40,0.9970
